 10000.00       0.000000       0.000000       0.000000       0.000000
 10006.84       0.000000       0.000000       0.000000       0.000000
 10013.67       0.000000       0.000000       0.000000       0.000000
 10020.51       0.000000       0.000000       0.000000       0.000000
 10027.35       0.000000       0.000000       0.000000       0.000000
 10034.18       0.000000       0.000000       0.000000       0.000000
 10041.02       0.000000       0.000000       0.000000       0.000000
 10047.86       0.000000       0.000000       0.000000       0.000000
 10054.69       0.000000       0.000000       0.000000       0.000000
 10061.53       0.000000       0.000000       0.000000       0.000000
 10068.37       0.000000       0.000000       0.000000       0.000000
 10075.20       0.000000       0.000000       0.000000       0.000000
 10082.04       0.000000       0.000000       0.000000       0.000000
 10088.88       0.000000       0.000000       0.000000       0.000000
 10095.71       0.000000       0.000000       0.000000       0.000000
 10102.55       0.000000       0.000000       0.000000       0.000000
 10109.39       0.000000       0.000000       0.000000       0.000000
 10116.23       0.000000       0.000000       0.000000       0.000000
 10123.06       0.000000       0.000000       0.000000       0.000000
 10129.90       0.000000       0.000000       0.000000       0.000000
 10136.74       0.000000       0.000000       0.000000       0.000000
 10143.57       0.000000       0.000000       0.000000       0.000000
 10150.41       0.000000       0.000000       0.000000       0.000000
 10157.25       0.000000       0.000000       0.000000       0.000000
 10164.08       0.000000       0.000000       0.000000       0.000000
 10170.92       0.000000       0.000000       0.000000       0.000000
 10177.76       0.000000       0.000000       0.000000       0.000000
 10184.59       0.000000       0.000000       0.000000       0.000000
 10191.43       0.000000       0.000000       0.000000       0.000000
 10198.27       0.000000       0.000000       0.000000       0.000000
 10205.10       0.000000       0.000000       0.000000       0.000000
 10211.94       0.000000       0.000000       0.000000       0.000000
 10218.78       0.000000       0.000000       0.000000       0.000000
 10225.61       0.000000       0.000000       0.000000       0.000000
 10232.45       0.000000       0.000000       0.000000       0.000000
 10239.29       0.000000       0.000000       0.000000       0.000000
 10246.12       0.000000       0.000000       0.000000       0.000000
 10252.96       0.000000       0.000000       0.000000       0.000000
 10259.80       0.000000       0.000000       0.000000       0.000000
 10266.63       0.000000       0.000000       0.000000       0.000000
 10273.47       0.000000       0.000000       0.000000       0.000000
 10280.31       0.000000       0.000000       0.000000       0.000000
 10287.14       0.000000       0.000000       0.000000       0.000000
 10293.98       0.000000       0.000000       0.000000       0.000000
 10300.82       0.000000       0.000000       0.000000       0.000000
